"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",0.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",0.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",0.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",0.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",0.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",0.3,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",0.4,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",0.5,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",0.4,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",0.4,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2020","2020",0.4,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2012","2012",0,,
